"Record ID","Company name","Company owner","City","Country","Has Newsletter?","Website URL","LinkedIn Company Page"
"2939355989","Iowa State Daily","Christian Jørgensen","Ames","United States","","http://www.iowastatedaily.com","https://www.linkedin.com/company/iowa-state-daily-media-group"
"2953666404","La Bioguia","Diego Neyra Lopez","","Argentina","","http://www.labioguia.com","https://www.linkedin.com/company/6473303"
"2949772474","GameStar Hungary","Rory Hunter","","Hungary","No","http://www.gamestar.hu",""
"2939325511","MLive.com","Harry Martin","Ann Arbor","United States","","http://www.mlive.com","https://www.linkedin.com/company/59980"
"2939311283","Highlights for Children","Christian Jørgensen","Columbus","United States","","http://www.highlights.com","https://www.linkedin.com/company/19411"
"2946774309","Göteborgs-Posten","Christian Jørgensen","Gothenburg","Sweden","","http://www.gp.se","https://www.linkedin.com/company/164100"
"2949755219","PCWorld Hungary","Rory Hunter","","Hungary","No","http://www.pcworld.hu",""
"2934617442","St. Joseph Communications","Christian Jørgensen","Montréal","Canada","","http://www.stjoseph.com","https://www.linkedin.com/company/st--joseph-communications"
"2946774316","Dagbladet Information","Sander Lammers","Københoved","Denmark","Yes","http://www.information.dk","https://www.linkedin.com/company/17091"
"2934374255","Netweek","Diego Neyra Lopez","Milano","Italy","","http://www.netweekspa.it",""
"2949746264","24 Hu","Frederick Crépin","","Hungary","","http://www.24.hu",""
"2933858645","Pink Triangle Press","Christian Jørgensen","Toronto","Canada","","http://www.pinktrianglepress.com","https://www.linkedin.com/company/pink-triangle-press"
"2938786235","Bauer Media Group, Inc. US","Harry Martin","Englewood Cliffs","United States","","http://www.bauerpublishing.com","https://www.linkedin.com/company/19151"
"2939183779","Harvard Business Review","Christian Jørgensen","","United States","","http://www.hbr.org","https://www.linkedin.com/company/1649"
"2946796592","Copenhagen Post","Christian Jørgensen","København","Denmark","","http://www.cphpost.dk","https://www.linkedin.com/company/56968"
"2935914091","A Bola","Damian Domanski","Lisbon","Portugal","No","http://www.abola.pt","https://www.linkedin.com/company/323034"
"2949409361","Portfolio Hungary","Frederick Crépin","Budapest","Hungary","","http://www.portfolio.hu","https://www.linkedin.com/company/portfolio-conferences"
"2951420277","Mittelbayerische Zeitung","Frederick Crépin","Regensburg","Germany","","http://www.mittelbayerische.de","https://www.linkedin.com/company/mittelbayerischer-verlag-kg"
"2946702908","MinnPost","Christian Jørgensen","Minneapolis","United States","","http://www.minnpost.com","https://www.linkedin.com/company/435176"
"2946945536","Austin PBS","Harry Martin","Austin","United States","","http://www.austinpbs.org","https://www.linkedin.com/company/49364"
"2948259100","GOD TV","Christian Jørgensen","Jerusalem","United Kingdom","","http://www.god.tv","https://www.linkedin.com/company/91077"
"2949694072","Index.hu Zrt.","Rory Hunter","Budapest","Hungary","No","http://www.index.hu","https://www.linkedin.com/company/index.hu-zrt"
"2954022334","First Look Media","Harry Martin","New York","United States","","http://www.firstlook.media","https://www.linkedin.com/company/first-look-media"
"2939287196","Hour Media","Christian Jørgensen","Troy","United States","","http://www.hourmedia.com","https://www.linkedin.com/company/hour-media"
"2935886417","La Verdad [Vocento]","Diego Neyra Lopez","Murcia","Spain","","http://www.laverdad.es","https://www.linkedin.com/company/10071428"
"2935886415","Telemadrid","Diego Neyra Lopez","Pozuelo de Alarcón","Spain","","http://www.telemadrid.es","https://www.linkedin.com/company/431265"
"2949043059","TV Assembleia","Marcelo Zilberberg","Belo Horizonte","Brazil","","http://www.almg.gov.br","https://www.linkedin.com/company/1232076"
"2946796575","TV2 ØSTJYLLAND","Christian Jørgensen","Aarhus","Denmark","","http://www.tv2oj.dk","https://www.linkedin.com/company/86197"
"2948400646","TV Gazeta","Marcelo Zilberberg","São Paulo","Brazil","","http://www.tvgazeta.com.br","https://www.linkedin.com/company/78094"
"2938965395","Digital Trends Media Group","Rory Hunter","Portland","United States","Yes","http://www.dtmg.co","https://www.linkedin.com/company/90282"
"2938703849","Norsk Rikskringkasting AS","Christian Jørgensen","Oslo","Norway","","http://www.nrk.no","https://www.linkedin.com/company/165241"
"2949686288","Népszava","Rory Hunter","Budapest","Hungary","No","http://www.nepszava.hu","https://www.linkedin.com/company/n-pszabads-g-rt"
"2938703852","Canal 10","Diego Neyra Lopez","Issy-les-Moulineaux","Argentina","","http://www.canal10tv.com.ar","https://www.linkedin.com/company/162884"
"2949474821","444","Frederick Crépin","Budapest","Hungary","","http://www.444.hu","https://www.linkedin.com/company/-444-magyar-jeti-zrt-"
"2953559257","The Happening","Rory Hunter","Ciudad de México","Mexico","Yes","http://www.thehappening.com","https://www.linkedin.com/company/the-happening"
"2946931061","Editora Manole","Damian Domanski","","Brazil","","http://www.manole.com.br","https://www.linkedin.com/company/842315"
"2946263624","St Louis Post Dispatch","Christian Jørgensen","Greater St. Louis","United States","","http://www.stltoday.com","https://www.linkedin.com/company/14829"
"2946348872","Yahoo Canada","Harry Martin","Sunnyvale","Canada","","http://www.ca.yahoo.com","https://www.linkedin.com/company/yahoo"
"2938703856","Karu Films","Christian Jørgensen","Helsingfors","Finland","","http://www.karufilms.com","https://www.linkedin.com/company/6354"
"2947772268","Correio do Povo","Marcelo Zilberberg","Porto Alegre","Brazil","","http://www.correiodopovo.com.br","https://www.linkedin.com/company/788875"
"2946804037","Norrbottens Kuriren","Christian Jørgensen","Luleå","Sweden","","http://www.kuriren.nu","https://www.linkedin.com/company/93547"
"2947501902","TV4","Christian Jørgensen","Stockholm","Sweden","","http://www.tv4.se","https://www.linkedin.com/company/tv4"
"2938786252","YLE","Christian Jørgensen","Helsingfors","Finland","","http://www.yle.fi","https://www.linkedin.com/company/6354"
"2938786242","TV 2 Danmark A / S","Christian Jørgensen","Odense","Denmark","","http://www.tv2.dk","https://www.linkedin.com/company/tv-2"
"2947474754","24 Horas News (Brazil)","Sander Lammers","","Brazil","","http://www.24horasne.ws",""
"2949044791","Metrópoles","Sander Lammers","Lago Sul","Brazil","Yes","http://www.metropoles.com","https://www.linkedin.com/company/10204247"
"2949772322","Project029","Rory Hunter","Budapest","Hungary","","http://www.project029.com","https://www.linkedin.com/company/project-029-magyarorszag"
"2948275535","Mamamia","Christian Jørgensen","Surry Hills","Australia","","http://www.mamamia.com.au","https://www.linkedin.com/company/mamamia-com-au"
"2945270648","Government of Malta","Rory Hunter","Fgura","Malta","","http://www.gov.mt","https://www.linkedin.com/company/1933362"
"2947501912","TV3","Christian Jørgensen","København","Denmark","","http://www.tv3.dk","https://www.linkedin.com/company/166543"
"2953968358","Washington Examiner","Harry Martin","Washington","United States","","http://www.washingtonexaminer.com","https://www.linkedin.com/company/washington-examiner"
"2935420168","Impala","Rory Hunter","Sintra","Portugal","","http://www.impala.pt","https://www.linkedin.com/company/34969"
"2953555445","Cointelegraph","Harry Martin","New York","United States","","http://www.cointelegraph.com","https://www.linkedin.com/company/3733943"
"2969782275","A Foodie World","Christian Jørgensen","Wan Chai","China","","http://www.afoodieworld.com","https://www.linkedin.com/company/foodie-magazine"
"2969782273","TVC Connect","Rory Hunter","","Nigeria","","http://www.tvcnews.tv",""
"2969782277","Times of Oman","Rory Hunter","Muscat","Oman","No","http://www.timesofoman.com","https://www.linkedin.com/company/times-of-oman"
"2969782282","Fox TV Stations","Harry Martin","New York City","United States","","http://www.foxtelevisionstations.com","https://www.linkedin.com/company/fox-group-2"
"2969782281","Cidade Verde","Rory Hunter","Teresina","Brazil","No","http://www.cidadeverde.com","https://www.linkedin.com/company/tv-cidade-verde"
"2969782286","MCD","Guillaume Filippi","Issy-les-Moulineaux","France","","http://www.mc-doualiya.com","https://www.linkedin.com/company/monte-carlo-doualiya"
"2969587214","CONI","Diego Neyra Lopez","","Italy","","http://www.coni.it","https://www.linkedin.com/company/3094651"
"2969587215","Artribune","Rory Hunter","Roma","Italy","Yes","http://www.artribune.com","https://www.linkedin.com/company/2294454"
"2969782284","The San Bernardino Sun","Harry Martin","San Bernadino","United States","","http://www.sbsun.com","https://www.linkedin.com/company/medianews-group-"
"2969782291","Ecos 365","Rory Hunter","","Argentina","","http://www.ecos365.com.ar","https://www.linkedin.com/company/ecos365"
"2969728785","Deejay","Rory Hunter","Milan","Italy","No","http://www.deejay.it","https://www.linkedin.com/company/exor_2"
"2969782288","MujerHoy","Diego Neyra Lopez","","Spain","","http://www.mujerhoy.com",""
"2969782295","Laha Magazine","Rory Hunter","","United Arab Emirates","Yes","http://www.lahamag.com","https://www.linkedin.com/company/laha-magazine-%D9%85%D8%AC%D9%84%D8%A9-%D9%84%D9%87%D8%A7"
"2969782293","Vogue NL","Christian Jørgensen","","Netherlands","","http://www.vogue.nl",""
"2969782298","Affaires de Gars","Sander Lammers","Sherbrooke","France","No","http://www.affairesdegars.com","https://www.linkedin.com/company/affaires-de-gars-inc-"
"2969782296","Burda Media Polska","Frederick Crépin","Wroclaw","Poland","","http://www.burdamedia.pl","https://www.linkedin.com/company/burda-media-poland"
"2969613341","Linkiesta","Diego Neyra Lopez","Milano","Italy","","http://www.linkiesta.it","https://www.linkedin.com/company/1619751"
"2969782302","Al Mustaqbal","Rory Hunter","Bayrut","Lebanon","No","http://www.almustaqbal.com","https://www.linkedin.com/company/almustaqbalnewspaper"
"2969782301","Promipool","Frederick Crépin","Munich","Germany","","http://www.promipool.de","https://www.linkedin.com/company/promipool-gmbh"
"2960243024","Jornal Cruzeiro do Sul","Damian Domanski","Sorocaba","Brazil","Yes","http://www.jornalcruzeiro.com.br","https://www.linkedin.com/company/6431870"
"2969782305","Semana Economica","Sander Lammers","Miraflores","Peru","No","http://www.semanaeconomica.com","https://www.linkedin.com/company/apoyo-publicaciones"
"2969782309","The Beijinger","Damian Domanski","Beijing","China","No","http://www.thebeijinger.com","https://www.linkedin.com/company/the-kro's-nest-beijing-restaurants"
"2954029109","Stars and Stripes","Harry Martin","Washington","United States","","http://www.stripes.com","https://www.linkedin.com/company/stars-and-stripes"
"2969782315","Agrodolce","Diego Neyra Lopez","Milano","Italy","","http://www.agrodolce.it","https://www.linkedin.com/company/triboo-s-p-a-"
"2969782314","Happy Mag","Rory Hunter","Enmore","Australia","Yes","http://www.happymag.tv","https://www.linkedin.com/company/happy-mag"
"2969782313","PLOTFINDER","Christian Jørgensen","Bath","United Kingdom","","http://www.futurenet.com","https://www.linkedin.com/company/futurenetturkiye"
"2969724207","Rolling Stone Italia","Harry Martin","Milano","Italy","","http://www.rollingstone.it","https://www.linkedin.com/company/5317003"
"2969782318","Prometheus Global Media","Harry Martin","New York","United States","","http://www.prometheusgm.com","https://www.linkedin.com/company/prometheus-global-media"
"2969782322","ADN CONTENTS","Rory Hunter","Mulhouse","France","No","http://www.adncontents.com","https://www.linkedin.com/company/adncontents"
"2969782327","Yahoo! Inc.","Harry Martin","","United States","","http://www.yahoo.com",""
"2958430049","The Globe and Mail","Christian Jørgensen","Toronto","Canada","","http://www.theglobeandmail.com","https://www.linkedin.com/company/10432"
"2969782324","York Region News","Christian Jørgensen","Markham","Canada","","http://www.yorkregion.com","https://www.linkedin.com/company/york-region-media-group"
"2969782331","Sportal Media Group","Rory Hunter","Sofia","Bulgaria","No","http://www.sportal.bg","https://www.linkedin.com/company/sportal.bg"
"2969230272","T-Online","Frederick Crépin","Berlin","Germany","","http://www.t-online.de",""
"2969782329","Thunder Bay News Watch","Damian Domanski","Thunder Bay","Canada","Yes","http://www.tbnewswatch.com",""
"2969782347","Political and Religious Intelligence Limited","Damian Domanski","London","United Kingdom","","http://www.churchnewspaper.com","https://www.linkedin.com/company/the-church-of-england-newspaper"
"2969782348","Dothan Eagle","Christian Jørgensen","Abbeville","United States","","http://www.dothaneagle.com","www.linkedin.com/company/dothan-eagle/"
"2969782359","Diario de Santa Maria","Marcelo Zilberberg","Porto Alegre","Brazil","","http://www.diariosm.com.br","https://www.linkedin.com/company/rbstv"
"2969782357","Globomedia","Diego Neyra Lopez","Madrid","Spain","","http://www.globomedia.es","https://www.linkedin.com/company/globomedia"
"2969782363","Film School Rejects (Reject Media)","Harry Martin","Dublin","United States","","http://www.filmschoolrejects.com","https://www.linkedin.com/company/film-school-rejects"
"2969782362","Matichon Online","Rory Hunter","Bangkok","Thailand","No","http://www.matichon.co.th","https://www.linkedin.com/company/matichon-public-company-limited"
"2969782365","Metro Russia","Christian Jørgensen","Sankt-Peterburg","Russia","","http://www.metronews.ru","https://www.linkedin.com/company/382545"
"2969583214","Esquire Italia","Christian Jørgensen","Milano","Italy","","http://www.vogue.it","https://www.linkedin.com/company/2184463"
"2969782171","Organización Editorial Mexicana","Diego Neyra Lopez","Mexico City","Mexico","","http://www.oem.com.mx","http://www.linkedin.com/company/1786775"
"2969782175","D La Repubblica","Diego Neyra Lopez","Roma","Italy","","http://www.d.repubblica.it","https://www.linkedin.com/company/velvet-la-repubblica"
"2969782178","Daily Record","Harry Martin","Canon City","United States","","http://www.canoncitydailyrecord.com","https://www.linkedin.com/company/medianews-group-"
"2969782180","L'Actualité","Christian Jørgensen","Montréal","Canada","","http://www.lactualite.com","https://www.linkedin.com/company/lactualite"
"2969782186","Yahoo Sports","Harry Martin","Sunnyvale","United Kingdom","","http://www.uk.sports.yahoo.com","https://www.linkedin.com/company/yahoo"
"2969782185","Radio Africa Group","Marcelo Zilberberg","Nairobi","Kenya","","http://www.the-star.co.ke","https://www.linkedin.com/company/2486998"
"2969782184","Xataka","Diego Neyra Lopez","Madrid","Spain","","http://www.xataka.com",""
"2969120341","MDR","Frederick Crépin","Leipzig","Germany","","http://www.mdr.de","https://www.linkedin.com/company/mdr-mitteldeutscher-rundfunk"
"2969782189","FTT Media LLC","Christian Jørgensen","Greensboro","United States","","http://www.progressivebusinessmedia.com","https://www.linkedin.com/company/progressive-business-media"
"2969782188","Quotenmeter GmbH","Rory Hunter","Würzburg","Germany","Yes","http://www.quotenmeter.de","https://www.linkedin.com/company/quotenmeter-gmbh"
"2968774215","Radio Regenbogen Hörfunk in Baden GmbH & Co. KG","Frederick Crépin","Mannheim","Germany","","http://www.regenbogen.de",""
"2969782198","Four Four Two","Christian Jørgensen","London","United Kingdom","","http://www.fourfourtwo.com","https://www.linkedin.com/company/fourfourtwo"
"2969782196","Agoravox","Rory Hunter","","France","Yes","http://www.agoravox.fr",""
"2969059904","RDS Italy","Rory Hunter","Roma","Italy","No","http://www.rds.it","https://www.linkedin.com/company/622205"
"2969782202","EticaMente","Rory Hunter","","Italy","No","http://www.eticamente.net",""
"2969782200","Newbury Weekly News","Damian Domanski","Newbury","United Kingdom","","http://www.newburynews.co.uk",""
"2969782204","Diario de México","Sander Lammers","MÉXICO, D.F.","Mexico","No","http://www.diariodemexico.com",""
"2969782211","Stampen Media","Christian Jørgensen","Gothenburg","Sweden","","http://www.stampen.com","https://www.linkedin.com/company/stampen"
"2969336637","Kino.de","Frederick Crépin","Bedburg","Germany","","http://www.kino.de","https://www.linkedin.com/company/centraltheater-thale-gmbh"
"2969782210","K97.5","Harry Martin","Raleigh","United States","","http://www.hiphopnc.com",""
"2956343028","Conde Nast Spain","Harry Martin","2 planta","Spain","","http://www.cnworld.es","https://www.linkedin.com/company/conde-nast-espana"
"2961085117","Wisconsin Public Radio","Christian Jørgensen","Madison","United States","","http://www.wpr.org","https://www.linkedin.com/company/wisconsin-public-radio"
"2969782208","National Geographic UK","Harry Martin","London","United Kingdom","","http://www.nationalgeographic.co.uk","https://www.linkedin.com/company/national-geographic-traveller-uk"
"2961087418","Folha Dirigida","Damian Domanski","Rio De Janeiro","Brazil","","http://www.folhadirigida.com.br","https://www.linkedin.com/company/1325922"
"2969782215","PC Gamer","Christian Jørgensen","New York","United Kingdom","","http://www.pcgamer.com","https://www.linkedin.com/company/pc-gamer-office"
"2969782217","Ihned","Frederick Crépin","","Czech Republic","","http://www.ihned.cz","https://www.linkedin.com/company/5294052"
"2969782221","Fondazione Sistema Toscana","Diego Neyra Lopez","Firenze","Italy","","http://www.fondazionesistematoscana.it","https://www.linkedin.com/company/fondazione-sistema-toscana"
"2969782227","Charter Communications","Christian Jørgensen","Stamford","United States","","http://www.corporate.charter.com","https://www.linkedin.com/company/4561"
"2961087404","Jornal do Brasil","Sander Lammers","Rio De Janeiro","Brazil","","http://www.jb.com.br","https://www.linkedin.com/company/30312"
"2969782225","Bureau County Republican","Christian Jørgensen","Princeton","United States","","http://www.bcrnews.com","https://www.linkedin.com/company/bureau-county-republican"
"2969782224","The Record","Harry Martin","Troy","United States","","http://www.troyrecord.com","https://www.linkedin.com/company/troy-record"
"2960256933","Grupo Abril","Damian Domanski","Sao Paulo","Brazil","","http://www.grupoabril.com.br","https://www.linkedin.com/company/5731"
"2969782231","Metro US (OOB)","Harry Martin","New York","United States","","http://www.metro.us","https://www.linkedin.com/company/metro-us"
"2954051781","WBUR","Christian Jørgensen","Boston","United States","","http://www.wbur.org","https://www.linkedin.com/company/wbur"
"2969782228","BlackDoctor","Rory Hunter","Chicago","United States","Yes","http://www.blackdoctor.org","https://www.linkedin.com/company/blackdoctor-inc"
"2969745885","Wired Italia","Harry Martin","Milano","Italy","","http://www.wired.it","https://www.linkedin.com/company/wired-italia"
"2969782243","LeadFisher","Sander Lammers","Lübeck","Germany","","http://www.leadfisher.com","https://www.linkedin.com/company/leadfisher-gmbh"
"2969782242","Hellokpop","Sander Lammers","","Philippines","","http://www.hellokpop.com","https://www.linkedin.com/company/6582345"
"2969782241","i-D Magazine","Harry Martin","London","United Kingdom","","http://www.i-d.vice.com","https://www.linkedin.com/company/vice-media"
"2969782240","China.org.cn","Sander Lammers","Beijing","China","","http://www.china.org.cn","https://www.linkedin.com/company/china-org-cn"
"2969782244","Postmedia Solutions","Christian Jørgensen","Toronto","Canada","","http://www.postmediasolutions.com","https://www.linkedin.com/company/postmedia-network-inc."
"2969782251","she.com","Sander Lammers","","China","","http://www.she.com",""
"2969782250","Science Magazine","Harry Martin","Washington","United States","","http://www.sciencemag.org","https://www.linkedin.com/company/science-magazine"
"2969782249","Oprah Daily","Christian Jørgensen","Burbank","United States","","http://www.oprahdaily.com","https://www.linkedin.com/company/harpo-productions-inc."
"2969782248","Grupa Onet","Frederick Crépin","Kraków","Poland","","http://www.grupaonet.pl","https://www.linkedin.com/company/grupa-onet-pl-sa"
"2969782255","Fundación Yo Influyo","Sander Lammers","","Mexico","Yes","http://www.yoinfluyo.com",""
"2969782254","LNP Media Group","Sander Lammers","Lancaster","United States","","http://www.lnpmediagroup.com","https://www.linkedin.com/company/lnpmediagroup"
"2969782253","Daily Utah Chronicle","Damian Domanski","Salt Lake City","United States","","http://www.dailyutahchronicle.com","https://www.linkedin.com/company/the-daily-utah-chronicle"
"2969782252","22 Words","Harry Martin","Pasadena","United States","","http://www.twentytwowords.com","https://www.linkedin.com/company/22-words"
"2969782258","MLive Media Group","Harry Martin","Grand Rapids","United States","","http://www.mlivemediagroup.com","https://www.linkedin.com/company/mlive-media-group"
"2969782263","American Press","Damian Domanski","Lake Charles","United States","","http://www.americanpress.com","https://www.linkedin.com/company/lake-charles-american-press"
"2969782262","Woven Digital, Inc.","Harry Martin","Mountain View","United States","","http://www.woven.com","https://www.linkedin.com/company/woven-software"
"2969782261","TABI LABO","Sander Lammers","Shibuya City","Japan","","http://www.tabi-labo.com","https://www.linkedin.com/company/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEtabi-labo"
"2969782260","Time Out Spain","Christian Jørgensen","Barcelona","Spain","","http://www.timeout.cat","https://www.linkedin.com/company/time-out-barcelona"
"2969782267","iNFOnews","Sander Lammers","Vernon","Canada","Yes","http://www.infotel.ca","https://www.linkedin.com/company/infotel-multimedia"
"2969782271","Londra Gazete","Rory Hunter","London","United Kingdom","No","http://www.londragazete.com","https://www.linkedin.com/company/londra-gazete"
"2969782268","Grupo Multimedios","Diego Neyra Lopez","Monterrey","Mexico","","http://www.multimedios.com","https://www.linkedin.com/company/multimedios"
"2969782529","TheMarker","Frederick Crépin","Tel Aviv","Israel","","http://www.themarker.com","https://www.linkedin.com/company/themarker"
"2969782535","Teknologiens Mediehus","Christian Jørgensen","København","Denmark","","http://www.ing.dk","https://www.linkedin.com/company/ingenioeren"
"2969782539","Luxury Topics","Rory Hunter","","Russia","Yes","http://www.luxurytopics.com",""
"2969782538","Rock 101","Christian Jørgensen","Vancouver","Canada","","http://www.rock101.com","https://www.linkedin.com/company/corus-entertainment"
"2969782537","Inc.","Harry Martin","New York","United States","","http://www.inc.com","https://www.linkedin.com/company/inc--magazine"
"2969782546","Notimérica","Diego Neyra Lopez","","Spain","","http://www.notimerica.com",""
"2969782551","Novamakedonija Нова Македонија","Rory Hunter","Skopje","Macedonia","Yes","http://www.novamakedonija.com.mk","https://www.linkedin.com/company/nova-makedonija"
"2969782549","Alabama Media Group (Advance Local)","Harry Martin","Birmingham","United States","","http://www.alabamamediagroup.com","https://www.linkedin.com/company/al-com"
"2969782552","Oriental Press Group","Rory Hunter","","China","No","http://www.orientaldaily.on.cc","https://www.linkedin.com/company/on.cc"
"2969782558","Redwood Times","Harry Martin","Redwood","United States","","http://www.redwoodtimes.com","https://www.linkedin.com/company/redwood-times"
"2969782563","Iowa Public Radio","Christian Jørgensen","Des Moines","United States","","http://www.iowapublicradio.org","https://www.linkedin.com/company/iowa-public-radio"
"2969782562","WTF1","Christian Jørgensen","London","United Kingdom","","http://www.wtf1.com","https://www.linkedin.com/company/wtf1"
"2969782567","AM730","Sander Lammers","Hong Kong","Hong Kong","No","http://www.am730.com.hk","https://www.linkedin.com/company/am730-media"
"2969782566","Brutkasten Media GmbH","Frederick Crépin","Vienna","Austria","","http://www.derbrutkasten.com","https://www.linkedin.com/company/-der-brutkasten-"
