id,company_name,domain,feed_url,discovery_method
1050,Universul argesean,universulargesean.ro,https://www.universulargesean.ro/feed/,autodiscovery
1055,Varaždinske vijesti,varazdinske-vijesti.hr,https://www.varazdinske-vijesti.hr/feed/rss,autodiscovery
1065,Visoko.co.ba,visoko.co.ba,https://visoko.ba/feed/,autodiscovery
1066,VIVA.co.id,viva.co.id,https://www.viva.co.id/get/all,autodiscovery
1067,Voetbalflitsen,voetbalflitsen.nl,https://voetbalflitsen.nl/feed/rss,autodiscovery
1078,Wiara.pl,wiara.pl,https://www.wiara.pl/rss/rtr/6a2bc.Najciekawsze-wiara-pl,autodiscovery
1086,Womany,womany.net,https://feeds.feedburner.com/womany,autodiscovery
1096,Yeşil Gazete,yesilgazete.org,https://yesilgazete.org/feed/,autodiscovery
1097,We Media (India),youandi.com,https://www.youandi.com/feed/,autodiscovery
1107,Zougla,zougla.gr,https://www.zougla.gr/feed/,autodiscovery
1110,Sportski žurnal (zvanična stranica),zurnal.rs,https://zurnal.rs/rss,pattern
1112,Życie Kalisza,zyciekalisza.pl,https://zyciekalisza.pl/rss,pattern
2097,Steven Aitchison,stevenaitchison.co.uk,https://www.stevenaitchison.co.uk/feed/,autodiscovery
3017,KNSI News,knsiradio.com,https://knsiradio.com/feed,pattern
3063,Keep on Trucking,keepontrucking.uk,https://keepontrucking.uk/feed/,autodiscovery
1508,Hindi Tracks,hinditracks.in,https://www.hinditracks.in/feed,autodiscovery
1531,Amader Barisal,amaderbarisal.com,https://www.amaderbarisal.com/feed,autodiscovery
1632,Mesagerul lui Hristos,stiriincurajari.ro,https://stiriincurajari.ro/feed/,autodiscovery
1661,Transilvania 365,transilvania365.ro,https://transilvania365.ro/feed/,autodiscovery
1681,CLUJUST,clujust.ro,https://www.clujust.ro/feed/,autodiscovery
1703,InfoOradea,infooradea.ro,https://infooradea.ro/feed/,autodiscovery
1723,Stiri Crestine,stiricrestine.ro,https://www.stiricrestine.ro/feed/,autodiscovery
1907,Marokko,nieuws.marokko.nl,https://feeds.marokko.nl/nieuws.xml,autodiscovery
1968,Go News Group,gonews.co,https://www.gonews.co/rss/berita/,autodiscovery
1962,Mutluluğun Şifresi,mutlulugunsifresi.com,http://mutlulugunsifresi.com/feed,pattern
2013,9 999 999 Views,9999999views.com,https://9999999views.com/feed/,autodiscovery
2023,Domashni Hitrini,hitrinibg.com,https://hitrinibg.com/feed/,autodiscovery
2208,Fagarasul Tau,fagarasultau.ro,https://fagarasultau.ro/feed/,autodiscovery
2256,Gonewsindia,gonewsindia.com,https://www.gonewsindia.com/feed,autodiscovery
2315,Bucataria Romaneasca,bucataria-romaneasca.ro,https://bucataria-romaneasca.ro/feed/,autodiscovery
2347,Smart-Money.co,smart-money.co,https://smart-money.co/feed/,autodiscovery
2501,Bună Ziua Făgăraș,bunaziuafagaras.ro,https://www.bunaziuafagaras.ro/feed/,autodiscovery
2553,Shumen Television,tvshumen.bg,https://tvshumen.bg/feed/,autodiscovery
2675,Retete Prajituri si Mancaruri,top24news.ro,https://top24news.ro/feed/,autodiscovery
2732,Bucuresti TV,bucurestitv.net,https://www.bucurestitv.net/feed/,autodiscovery
2837,Locuri de Munca,locurimunca.net,https://locurimunca.net/feed/,autodiscovery
2801,AEK Passion,aekpassion.gr,http://aekpassion.gr/feed/,pattern
2931,ProAlba,proalba.ro,https://proalba.ro/feed,autodiscovery
3065,Libero Portal,liberoportal.hr,https://liberoportal.hr/rss/,pattern
3107,ManUtd.pl,manutd.pl,https://www.manutd.pl/feed/,autodiscovery
3125,rpn.gr,rpn.gr,https://rpn.gr/feed/,autodiscovery
3201,dikgazete.com,dikgazete.com,https://www.dikgazete.com/xml/rss.xml,autodiscovery
3221,EBulgaria.bg,ebulgaria.bg,https://ebulgaria.bg/feed,pattern
3251,Tribune.bg,tribune.bg,https://tribune.bg/bg/rss/,autodiscovery
3290,Apuseni Info,apuseni.info,https://apuseni.info/feed/,autodiscovery
3304,Soccerlive.gr,soccerlive.gr,https://soccerlive.gr/component/fpss/module/166?format=feed&type=rss,autodiscovery
3640,Natun Gati - নতুন গতি,natungati.in,https://www.natungati.in/feed/,autodiscovery
3628,hotnews24bd.com,hotnews24bd.com,http://hotnews24bd.com/feed/,pattern
3789,ROSUPERTOP.ro,rosupertop.ro,https://rosupertop.ro/feed/,autodiscovery
3833,MediaNarodowe.com,medianarodowe.com,https://medianarodowe.com/feed,pattern
3839,Sokolac sport - МОСИ Соколац,opstinasokolac.net,http://www.opstinasokolac.net/feed/,autodiscovery
3963,D Magazine,dmagazine.com,https://www.dmagazine.com/feed/google-discover-feed,autodiscovery
3964,Product Hunt,producthunt.com,https://producthunt.com/feed,pattern
3965,Manteca Bulletin,mantecabulletin.com,https://mantecabulletin.com/rss/,autodiscovery
3966,ATL Lantbrukets Affärstidning,atl.nu,https://atl.nu/feed,pattern
3967,Qué Pasa Media,quepasamedia.com,https://quepasamedia.com/feed/,autodiscovery
3968,Mail & Guardian [SA],mg.co.za,https://mg.co.za/feed/,autodiscovery
3972,The Denizen,thedenizen.co.nz,https://www.thedenizen.co.nz/feed/,autodiscovery
3971,Vezess,vezess.hu,https://www.vezess.hu/feed/,autodiscovery
3975,Stereogum,stereogum.com,https://stereogum.com/feed,autodiscovery
3978,House & Garden,houseandgarden.co.uk,https://www.houseandgarden.co.uk/feed/rss,autodiscovery
3982,Happy Mag,happymag.tv,https://happymag.tv/feed/,autodiscovery
3981,Eleftheros Typos,eleftherostypos.gr,https://eleftherostypos.gr/feed,autodiscovery
3985,5 Towns Jewish Times,5tjt.com,https://5tjt.com/feed/,autodiscovery
3983,Collective Hub,collectivehub.com,https://collectivehub.com/feed/,autodiscovery
3986,Sweetcrude Reports,sweetcrudereports.com,https://sweetcrudereports.com/feed/,autodiscovery
3980,Histmag.org,histmag.org,https://histmag.org/rss,pattern
3984,Brooklyn Institute for Social Research,thebrooklyninstitute.com,https://thebrooklyninstitute.com/feed,pattern
3990,Inside Higher Ed,insidehighered.com,https://www.insidehighered.com/rss.xml,autodiscovery
3991,Farrelly Atkinson Limited,road.cc,https://road.cc/rss,autodiscovery
3993,Krytyka Polityczna,krytykapolityczna.pl,https://krytykapolityczna.pl/feed/,autodiscovery
3989,Urban List,theurbanlist.com,https://theurbanlist.com/feed.xml,pattern
3995,NaturalPath,thenatpath.com,https://naturalpath.net/feed/,autodiscovery
3997,Global Citizen Impact,globalcitizen.org,https://globalcitizen.org/content/feed/,autodiscovery
3992,ForbesLife Romania,forbes.ro,https://forbes.ro/feed,pattern
3999,Bangor Daily News,bangordailynews.com,https://www.bangordailynews.com/feed/,autodiscovery
3998,Chicks On The Right,chicksonright.com,https://chicksonright.com/feed/,autodiscovery
4000,SunStar Publishing,sunstar.com.ph,https://sunstar.com.ph/feed,pattern
4001,Altinget,altinget.dk,https://altinget.dk/rss,pattern
4002,Nigeria Technology Guide,naijatechguide.com,https://www.naijatechguide.com/feed,autodiscovery
4004,Internews Kosova,internewskosova.org,https://internewskosova.org/feed/,autodiscovery
4003,Healing Tomato,healingtomato.com,https://www.healingtomato.com/feed/,autodiscovery
4006,SpoilerTV,spoilertv.com,https://www.spoilertv.com/feeds/posts/default,autodiscovery
4007,Biz News,biznews.com,https://biznews.com/feed,pattern
4009,Unwire.hk,unwire.hk,https://unwire.hk/feed,pattern
4010,The Commercial Dispatch,cdispatch.com,https://cdispatch.com/feed/,autodiscovery
4011,Japanese Station,japanesestation.com,https://japanesestation.com/feed,pattern
4012,NESN,nesn.com,https://nesn.com/feed/,autodiscovery
4013,The Daily Signal / The Heritage Foundation (Heritage.org),dailysignal.com,https://www.dailysignal.com/feed/,autodiscovery
4014,BroadwayWorld,broadwayworld.com,https://www.broadwayworld.com/feed_all_bway.cfm,autodiscovery
4017,Attractions Magazine,attractionsmagazine.com,https://attractionsmagazine.com/feed/,autodiscovery
4016,Thoroughbred Daily News,thoroughbreddailynews.com,https://www.thoroughbreddailynews.com/feed/podcast,autodiscovery
4018,Dagbladet Information,information.dk,https://information.dk/feed,pattern
4022,The Minnesota Star Tribune,startribune.com,https://startribune.com/rss,pattern
4025,Londonist Ltd,londonist.com,http://londonist.com/feed,autodiscovery
4026,Primer Media,primer.com.ph,https://primer.com.ph/feed/,autodiscovery
4029,Bklyner,bklyner.com,https://bklyner.com/rss/,autodiscovery
4028,Sojourners,sojo.net,https://sojo.net/rss.xml,pattern
4031,Marquard Media Polska,kozaczek.pl,https://www.kozaczek.pl/feed/,autodiscovery
4030,Newsbomb,newsbomb.gr,https://www.newsbomb.gr/oles-oi-eidhseis?format=feed&type=rss,autodiscovery
4038,Banker Труд Trud,banker.bg,https://banker.bg/feed/,autodiscovery
4035,Affärsvärlden,affarsvarlden.se,https://affarsvarlden.se/blog/rss,pattern
4041,Santa Maria Times,santamariatimes.com,http://santamariatimes.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc&k%5B%5D=%23topstory,autodiscovery
4042,Tatler,tatler.com,https://www.tatler.com/feed/rss,autodiscovery
4043,Reason Magazine,reason.com,https://reason.com/feed/,autodiscovery
4045,One Green Planet,onegreenplanet.org,https://www.onegreenplanet.org/feed/,autodiscovery
4046,BlackDoctor,blackdoctor.org,https://blackdoctor.org/feed/,autodiscovery
4047,Search Engine Journal,searchenginejournal.com,https://www.searchenginejournal.com/feed/atom/,autodiscovery
4049,Newser,newser.com,http://rss.newser.com/rss/section/1.rss,autodiscovery
4050,YourTango,yourtango.com,https://yourtango.com/rss.xml,pattern
4052,Brides Magazine,bridesmagazine.co.uk,https://feeds-api.dotdashmeredith.com/v1/rss/google/2653c485-f9c1-4a89-9437-ba5010277b54,autodiscovery
4053,Metromode.se,metromode.se,https://metromode.se/feed,pattern
4054,Nintendo Life,nintendolife.com,https://nintendolife.com/feed,pattern
4057,Kim Komando,komando.com,https://www.komando.com/feed/,autodiscovery
4058,COWGIRL Magazine,cowgirlmagazine.com,https://cowgirlmagazine.com/feed,pattern
4059,Compleat Golfer,compleatgolfer.com,https://www.compleatgolfer.com/feed/,autodiscovery
4060,Pet Rescue Report,petrescuereport.com,https://petrescuereport.com/feed/,autodiscovery
4061,Gulf News,gulfnews.com,https://gulfnews.com/feed,pattern
4063,Lakers Nation,lakersnation.com,https://lakersnation.com/feed/,autodiscovery
4064,Klix,klix.ba,https://klix.ba/rss,pattern
4065,Newcastle Live,newcastlelive.com.au,https://newcastlelive.com.au/feed/,autodiscovery
4066,Weert de Gekste,weertdegekste.nl,https://www.weertdegekste.nl/feed/,autodiscovery
4069,Lajmi,lajmi.net,https://lajmi.net/feed/,pattern
4070,Milli Gazete,milligazete.com.tr,https://milligazete.com.tr/feed,pattern
4072,Belfast Media Group Limited,belfastmediagroup.com,https://group.belfastmedia.com/feed/,autodiscovery
4075,WPROST,wprost.pl,https://www.wprost.pl/rss,autodiscovery
4076,JoeMyGod,joemygod.com,https://www.joemygod.com/feed/,autodiscovery
4077,Hong Kong Free Press,hongkongfp.com,https://hongkongfp.com/feed/,autodiscovery
4079,Connect Gujarat,connectgujarat.com,https://connectgujarat.com/rss,autodiscovery
4078,Deccan Herald,deccanherald.com,https://deccanherald.com/feed,pattern
4083,Literary Hub,lithub.com,https://lithub.com/home-page-rigel-two-up-2/feed/,autodiscovery
4082,Spider's Web,spidersweb.pl,https://spidersweb.pl/api/post/feed/feed-gn,autodiscovery
4085,Stay at Home Mum,stayathomemum.com.au,https://stayathomemum.com.au/feed/,autodiscovery
4087,The Minds Journal,themindsjournal.com,https://themindsjournal.com/feed/,autodiscovery
4088,Alaturka Online,alaturkaonline.com,https://alaturkaonline.com/feed/,autodiscovery
4089,Grown and Flown,grownandflown.com,https://grownandflown.com/feed/,autodiscovery
4086,Chorus FM,chorus.fm,https://chorus.fm/feed/,autodiscovery
4091,Biscotto,biscotto.gr,https://biscotto.gr/feed/,autodiscovery
4092,cheddar news,cheddar.com,https://cheddar.com/feed,pattern
4090,Undertheradar.co.nz,undertheradar.co.nz,http://feeds.feedburner.com/UndertheradarconzNews,autodiscovery
4096,Enikos.gr,enikos.gr,https://www.enikos.gr/feed/,autodiscovery
4081,Best Ads on TV,bestadsontv.com,https://bestadsontv.com/news/rss,pattern
4097,Marine Insight,marineinsight.com,https://www.marineinsight.com/feed/,autodiscovery
4100,FASHION.HR,fashion.hr,https://fashion.hr/feed/,autodiscovery
4099,Karryon,karryon.com.au,https://karryon.com.au/feed/,pattern
4102,Fashion Post,fashionpost.pl,https://fashionpost.pl/feed,autodiscovery
4101,The Logical Indian,thelogicalindian.com,https://thelogicalindian.com/feed/,autodiscovery
4106,PhoneWorld,phoneworld.com.pk,https://www.phoneworld.com.pk/feed/,autodiscovery
4105,The Wilson Times,wilsontimes.com,https://wilsontimes.com/rss.xml,pattern
4109,Salon Media Group,salon.com,https://salon.com/feed,pattern
4108,Polityka,polityka.pl,https://www.polityka.pl/rss/articles.xml?list=517,autodiscovery
4112,Vogue UK,vogue.co.uk,https://www.vogue.co.uk/feed/rss,autodiscovery
4111,Theaterkrant,theaterkrant.nl,https://www.theaterkrant.nl/feed/,autodiscovery
4113,Rynek Kolejowy,rynek-kolejowy.pl,https://www.rynek-kolejowy.pl/rss/rss.xml,autodiscovery
4110,TouringCarTimes,touringcartimes.com,https://touringcartimes.com/feed,pattern
4116,GQ UK,gq-magazine.co.uk,https://www.gq-magazine.co.uk/feed/rss,autodiscovery
4117,Hip2Save,hip2save.com,https://hip2save.com/feed/,autodiscovery
4118,9to5 Mac,9to5mac.com,https://9to5mac.com/feed/,autodiscovery
4119,Starts at 60,startsat60.com,https://startsat60.com/feed,pattern
4121,HowStuffWorks,howstuffworks.com,https://syndication.howstuffworks.com/rss/HSW,autodiscovery
4123,Gość Niedzielny,gosc.pl,https://www.gosc.pl/rss/rtr/c7a21.Aktualnosci-z-Gosciem-Niedzielnym,autodiscovery
4124,Global Voices,globalvoices.org,https://globalvoices.org/feed/,autodiscovery
4103,GospodarkaMorska.pl,gospodarkamorska.pl,https://gospodarkamorska.pl/articles/rss,pattern
4127,IOL,iol.co.za,https://iol.co.za/rss/,autodiscovery
4128,Business Insider Nederland,businessinsider.nl,https://feeds.businessinsider.com/custom/all,autodiscovery
4130,The Press Project,thepressproject.gr,https://thepressproject.gr/feed/,autodiscovery
4132,wicklownews.net,wicklownews.net,https://wicklownews.net/feed,pattern
4135,TheVegLife.com,theveglife.com,https://theveglife.com/feed/,autodiscovery
4134,Novasports.gr,novasports.gr,https://www.novasports.gr/feed/,autodiscovery
4133,Go Fug Yourself,gofugyourself.com,https://www.gofugyourself.com/feed,autodiscovery
4138,Black Girl Nerds,blackgirlnerds.com,https://blackgirlnerds.com/feed/,autodiscovery
4140,Nedeljnik,nedeljnik.rs,https://www.nedeljnik.rs/feed/,autodiscovery
4141,Consequence,consequenceofsound.net,https://consequenceofsound.net/feed,pattern
4142,Tubefilter,tubefilter.com,https://www.tubefilter.com/feed/,autodiscovery
4143,Azinlikca,azinlikca.net,https://azinlikca1.net/feed,autodiscovery
4145,Innebandymagazinet,innebandymagazinet.se,https://innebandymagazinet.se/feed/,autodiscovery
4131,Economic and Political Weekly,epw.in,https://epw.in/blog/feed,pattern
4148,Wonkette,wonkette.com,http://wonkette.com/feed,autodiscovery
4149,Bigumigu,bigumigu.com,https://bigumigu.com/feed/,autodiscovery
4150,La Voce di New York,lavocedinewyork.com,https://lavocedinewyork.com/feed/,autodiscovery
4152,Quirky Momma,kidsactivitiesblog.com,https://kidsactivitiesblog.com/feed/,autodiscovery
4151,Radio Kraków,radiokrakow.pl,https://radiokrakow.pl/rss.xml,pattern
4154,Peace Love and Low Carb,peaceloveandlowcarb.com,https://peaceloveandlowcarb.com/feed,autodiscovery
4158,Bikerumor,bikerumor.com,https://bikerumor.com/feed/,autodiscovery
4155,The Dhaka Times,thedhakatimes.com,https://thedhakatimes.com/feed/,autodiscovery
4160,Enallaktikos,enallaktikos.gr,https://enallaktikos.gr/feed/,autodiscovery
4161,Maritime Reporter & Engineering News,marinelink.com,https://www.marinelink.com/news/rss ,autodiscovery
4162,Bella Naija,bellanaija.com,https://www.bellanaija.com/feed/,autodiscovery
4163,Delicious Obsessions,deliciousobsessions.com,https://deliciousobsessions.com/feed,pattern
4166,faithit,faithit.com,https://faithit.com/feed/,autodiscovery
4165,Portland Mercury,portlandmercury.com,https://portlandmercury.com/portland/Rss.xml,autodiscovery
4157,The Daily Star,thedailystar.net,https://thedailystar.net/rss.xml,pattern
4168,Moola Saving Mom,moolasavingmom.com,https://moolasavingmom.com/feed/,autodiscovery
4169,HousingWire,housingwire.com,https://www.housingwire.com/feed/,autodiscovery
4170,The Filipino Times,filipinotimes.net,https://filipinotimes.net/feed/,autodiscovery
4172,theBERRY,theberry.com,https://feeds.feedburner.com/feedburner/ZdSV,autodiscovery
4174,Tennishead,tennishead.net,https://tennishead.net/feed/,pattern
4177,The Krazy Coupon Lady,thekrazycouponlady.com,https://thekrazycouponlady.com/rss,pattern
4178,Videomaker,videomaker.com,https://www.videomaker.com/feed/,autodiscovery
4179,Hyperallergic,hyperallergic.com,https://hyperallergic.com/rss/,autodiscovery
4180,Southern Savers,southernsavers.com,https://www.southernsavers.com/feed/,autodiscovery
4181,Her View From Home,herviewfromhome.com,https://herviewfromhome.com/feed/,autodiscovery
4182,HUNT4FREEBIES,hunt4freebies.com,http://feeds.feedburner.com/Hunt4freebies,autodiscovery
4186,GeekTyrant,geektyrant.com,https://geektyrant.com/news?format=rss,autodiscovery
4184,The Christian Post,christianpost.com,https://christianpost.com/rss,pattern
4185,GeekDad,geekdad.com,https://geekdad.com/feed/,autodiscovery
4183,A Slob Comes Clean,aslobcomesclean.com,https://aslobcomesclean.com/feed,pattern
4190,Unofficial Networks,unofficialnetworks.com,https://unofficialnetworks.com/feed/,autodiscovery
4164,The Western Journal,westernjournal.com,https://westernjournal.com/category/news/feed,pattern
4189,Nyugat.hu,nyugat.hu,https://nyugat.hu/rss,pattern
4191,The Inertia,theinertia.com,https://theinertia.com/feed,pattern
4192,Words of Wisdom,daveswordsofwisdom.com,https://www.daveswordsofwisdom.com/feeds/posts/default,autodiscovery
4196,Deal Mama,dealmama.com,https://dealmama.com/feed/,autodiscovery
4197,Warfare History Network,warfarehistorynetwork.com,https://warfarehistorynetwork.com/feed/,autodiscovery
4194,Ύπαιθρος Χώρα,ypaithros.gr,https://www.ypaithros.gr/feed/,autodiscovery
4200,BoardingArea,boardingarea.com,https://boardingarea.com/feed/,autodiscovery
